naughty  becomes       charsets
0xF227   0xF25C 0x27   UCS-2 [] UCS-2BE [] UCS-2LE [峲] UTF-16 [] UTF-16BE [] UTF-16LE [峲] UTF-8 [?\] EUC-JP [?] SJIS [?] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [] SJIS-Mobile#DOCOMO [␘] SJIS-Mobile#KDDI [␘] SJIS-Mobile#SOFTBANK [␘] SJIS-mac [?] SJIS-2004 [夤] UTF-8-Mobile#DOCOMO [?\] UTF-8-Mobile#KDDI-A [?\] UTF-8-Mobile#KDDI-B [?\] UTF-8-Mobile#SOFTBANK [?\] CP932 [] CP51932 [?] GB18030 [騖] EUC-CN [?] CP936 [騖] EUC-TW [?] BIG-5 [瀙] CP950 [瀙] EUC-KR [?] UHC [柱]
0xF327   0xF35C 0x27   UCS-2 [] UCS-2BE [] UCS-2LE [峳] UTF-16 [] UTF-16BE [] UTF-16LE [峳] UTF-8 [?\] EUC-JP [?] SJIS [?] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [] SJIS-Mobile#DOCOMO [ⓔ] SJIS-Mobile#KDDI [🈵] SJIS-Mobile#SOFTBANK [ⓔ] SJIS-mac [?] SJIS-2004 [揔] UTF-8-Mobile#DOCOMO [?\] UTF-8-Mobile#KDDI-A [?\] UTF-8-Mobile#KDDI-B [?\] UTF-8-Mobile#SOFTBANK [?\] CP932 [] CP51932 [?] GB18030 [骪] EUC-CN [?] CP936 [骪] EUC-TW [?] BIG-5 [酀] CP950 [酀] EUC-KR [?] UHC [芷]
0xF427   0xF45C 0x27   UCS-2 [] UCS-2BE [] UCS-2LE [峴] UTF-16 [] UTF-16BE [] UTF-16LE [峴] UTF-8 [?\] EUC-JP [?] SJIS [?] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [] SJIS-Mobile#DOCOMO [▐] SJIS-Mobile#KDDI [🐞] SJIS-Mobile#SOFTBANK [▐] SJIS-mac [?] SJIS-2004 [槑] UTF-8-Mobile#DOCOMO [?\] UTF-8-Mobile#KDDI-A [?\] UTF-8-Mobile#KDDI-B [?\] UTF-8-Mobile#SOFTBANK [?\] CP932 [] CP51932 [?] GB18030 [鬨] EUC-CN [?] CP936 [鬨] EUC-TW [?] BIG-5 [瀵] CP950 [瀵] EUC-KR [?] UHC [鑿]
0xF527   0xF55C 0x27   UCS-2 [] UCS-2BE [] UCS-2LE [峵] UTF-16 [] UTF-16BE [] UTF-16LE [峵] EUC-JP [?] SJIS [?] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [] SJIS-Mobile#DOCOMO [♌] SJIS-Mobile#KDDI [♌] SJIS-Mobile#SOFTBANK [♌] SJIS-mac [?] SJIS-2004 [澟] CP932 [] CP51932 [?] GB18030 [鮘] EUC-CN [?] CP936 [鮘] EUC-TW [?] BIG-5 [騱] CP950 [騱] EUC-KR [?] UHC [擅]
0xF627   0xF65C 0x27   UCS-2 [] UCS-2BE [] UCS-2LE [島] UTF-16 [] UTF-16BE [] UTF-16LE [島] EUC-JP [?] SJIS [?] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [] SJIS-Mobile#DOCOMO [✈] SJIS-Mobile#KDDI [⛔] SJIS-Mobile#SOFTBANK [✈] SJIS-mac [?] SJIS-2004 [畬] CP932 [] CP51932 [?] GB18030 [鯸] EUC-CN [?] CP936 [鯸] EUC-TW [?] BIG-5 [酅] CP950 [酅] EUC-KR [?] UHC [觸]
0xF727   0xF75C 0x27   UCS-2 [] UCS-2BE [] UCS-2LE [峷] UTF-16 [] UTF-16BE [] UTF-16LE [峷] EUC-JP [?] SJIS [?] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [] SJIS-Mobile#DOCOMO [⟄] SJIS-Mobile#KDDI [⬇] SJIS-Mobile#SOFTBANK [💀] SJIS-mac [?] SJIS-2004 [𥫤] CP932 [] CP51932 [?] GB18030 [鱘] EUC-CN [?] CP936 [鱘] EUC-TW [?] BIG-5 [贕] CP950 [贕] EUC-KR [?] UHC [幟]
0xF827   0xF85C 0x27   UCS-2 [] UCS-2BE [] UCS-2LE [峸] UTF-16 [] UTF-16BE [] UTF-16LE [峸] EUC-JP [?] SJIS [?] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [] SJIS-Mobile#DOCOMO [⢀] SJIS-Mobile#KDDI [⢀] SJIS-Mobile#SOFTBANK [⢀] SJIS-mac [?] SJIS-2004 [胻] CP932 [] CP51932 [?] GB18030 [鳿] EUC-CN [?] CP936 [鳿] EUC-TW [?] BIG-5 [鱋] CP950 [鱋] EUC-KR [?] UHC [兌]
0xF927   0xF95C 0x27   UCS-2 [樂] UCS-2BE [樂] UCS-2LE [峹] UTF-16 [樂] UTF-16BE [樂] UTF-16LE [峹] EUC-JP [?] SJIS [?] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [] SJIS-Mobile#DOCOMO [🔛] SJIS-Mobile#KDDI [⤼] SJIS-Mobile#SOFTBANK [⛵] SJIS-mac [?] SJIS-2004 [虺] CP932 [] CP51932 [?] GB18030 [鵟] EUC-CN [?] CP936 [鵟] EUC-TW [?] BIG-5 [鱭] CP950 [鱭] EUC-KR [?] UHC [編]
0xFA27   0xFA5C 0x27   UCS-2 [臭] UCS-2BE [臭] UCS-2LE [峺] UTF-16 [臭] UTF-16BE [臭] UTF-16LE [峺] EUC-JP [?] SJIS [?] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [纊] SJIS-Mobile#DOCOMO [⧸] SJIS-Mobile#KDDI [⧸] SJIS-Mobile#SOFTBANK [⧸] SJIS-mac [?] SJIS-2004 [跬] CP932 [纊] CP51932 [?] GB18030 [鶿] EUC-CN [?] CP936 [鶿] EUC-TW [?] BIG-5 [?] CP950 [] EUC-KR [?] UHC [逼]
0xFB27   0xFB5C 0x27   UCS-2 [ﭜ] UCS-2BE [ﭜ] UCS-2LE [峻] UTF-16 [ﭜ] UTF-16BE [ﭜ] UTF-16LE [峻] EUC-JP [?] SJIS [?] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [犾] SJIS-Mobile#DOCOMO [⪴] SJIS-Mobile#KDDI [⪴] SJIS-Mobile#SOFTBANK [👄] SJIS-mac [?] SJIS-2004 [𨫤] CP932 [犾] CP51932 [?] GB18030 [鸤] EUC-CN [?] CP936 [鸤] EUC-TW [?] BIG-5 [?] CP950 [] EUC-KR [?] UHC [杏]
0xFC27   0xFC5C 0x27   UCS-2 [ﱜ] UCS-2BE [ﱜ] UCS-2LE [峼] UTF-16 [ﱜ] UTF-16BE [ﱜ] UTF-16LE [峼] EUC-JP [?] SJIS [?] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [?] SJIS-Mobile#DOCOMO [⭰] SJIS-Mobile#KDDI [⭰] SJIS-Mobile#SOFTBANK [⭰] SJIS-mac [?] SJIS-2004 [鬳] CP932 [?] CP51932 [?] GB18030 [黒] EUC-CN [?] CP936 [黒] EUC-TW [?] BIG-5 [?] CP950 [] EUC-KR [?] UHC [乎]
0xFD27   0xFD5C 0x27   UCS-2 [ﵜ] UCS-2BE [ﵜ] UCS-2LE [峽] UTF-16 [ﵜ] UTF-16BE [ﵜ] UTF-16LE [峽] EUC-JP [?] SJIS [?\] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [?\] SJIS-Mobile#DOCOMO [?\] SJIS-Mobile#KDDI [?\] SJIS-Mobile#SOFTBANK [?\] SJIS-mac [©¥] SJIS-2004 [?¥] CP932 [?\] CP51932 [?] GB18030 [齖] EUC-CN [?] CP936 [齖] EUC-TW [?] BIG-5 [?] CP950 [] EUC-KR [?] UHC [煥]
0xFE27   0xFE5C 0x27   UCS-2 [﹜] UCS-2BE [﹜] UCS-2LE [峾] UTF-16 [﹜] UTF-16BE [﹜] UTF-16LE [峾] EUC-JP [?] SJIS [?\] eucJP-win [?] EUC-JP-2004 [?] SJIS-win [?\] SJIS-Mobile#DOCOMO [?\] SJIS-Mobile#KDDI [?\] SJIS-Mobile#SOFTBANK [?\] SJIS-mac [™¥] SJIS-2004 [?¥] CP932 [?\] CP51932 [?] GB18030 [㘎] EUC-CN [?] CP936 [] EUC-TW [?] BIG-5 [?] CP950 [] EUC-KR [?] UHC [訓]
0xFF27   0xFF5C 0x27   UCS-2 [｜] UCS-2BE [｜] UCS-2LE [峿] UTF-16 [｜] UTF-16BE [｜] UTF-16LE [峿] SJIS [?\] SJIS-win [?\] SJIS-Mobile#DOCOMO [?\] SJIS-Mobile#KDDI [?\] SJIS-Mobile#SOFTBANK [?\] SJIS-mac […¥] SJIS-2004 [?¥] CP932 [?\]
